species	read_count_below_10	RPMM_below_300
1_CP022415_1_Sulfitobacter_pseudonitzschiae_strain_SMR1_chromosome__complete_genome_BAC	yes	yes
1_CP022412_2_Bacteroides_caccae_strain_ATCC_43185_chromosome__complete_genome_BAC	yes	yes
1_CP022387_1_Capnocytophaga_stomatis_strain_H2177_chromosome__complete_genome_BAC	yes	yes
1_CP022385_1_Capnocytophaga_sputigena_strain_KC1668_chromosome__complete_genome_BAC	yes	yes
1_CP022384_1_Capnocytophaga_leadbetteri_strain_H6253_chromosome__complete_genome_BAC	yes	yes
1_CP022378_1_Capnocytophaga_cynodegmi_strain_G7591_chromosome__complete_genome_BAC	yes	yes
1_CP022374_1_Acetobacter_oryzifermentans_strain_dm_chromosome__complete_genome_BAC	yes	yes
1_CP022358_1_Shewanella_bicestrii_strain_JAB_1_chromosome__complete_genome_BAC	yes	yes
1_CP022355_1_Paraphotobacterium_marinum_strain_NSCS20N07D_chromosome_large__complete_sequence_BAC	yes	yes
1_CP021383_1_Cellulosimicrobium_cellulans_strain_PSBB019_chromosome__complete_genome_BAC	yes	yes
1_CP021377_1_Oceanisphaera_profunda_strain_SM1222_chromosome__complete_genome_BAC	yes	yes
1_CP021358_1_Kushneria_marisflavi_strain_SW32__complete_genome_BAC	yes	yes
1_CP020330_1_Martelella_mediterranea_DSM_17316_strain_MACL11__complete_genome_BAC	yes	yes
1_CP020538_1_Sphingobium_herbicidovorans_strain_MH_chromosome__complete_genome_BAC	yes	yes
1_CP020478_1_Campylobacter_helveticus_strain_ATCC_51209_chromosome__complete_genome_BAC	yes	yes
1_CP020474_1_Roseovarius_mucosus_strain_SMR3_chromosome__complete_genome_BAC	yes	yes
1_CP020472_1_Shewanella_japonica_strain_KCTC_22435_chromosome__complete_genome_BAC	yes	yes
1_CP020468_1_Actinomyces_gaoshouyii_strain_pika_114_chromosome__complete_genome_BAC	yes	yes
1_CP020465_1_Colwellia_beringensis_strain_NB097_1_chromosome__complete_genome_BAC	yes	yes
1_CP020457_1_Lactobacillus_amylolyticus_strain_L6__complete_genome_BAC	yes	yes
1_CP023402_1_Elizabethkingia_anophelis_Ag1_chromosome__complete_genome_BAC	yes	yes
1_CP020442_2_Paracoccus_yeei_strain_FDAARGOS_252_chromosome__complete_genome_BAC	yes	yes
1_CP020438_2_Streptococcus_equinus_strain_FDAARGOS_251_chromosome__complete_genome_BAC	yes	yes
1_CP023422_1_Janthinobacterium_svalbardensis_strain_PAMC_27463_chromosome__complete_genome_BAC	yes	yes
1_CP020382_1_Rhodothermaceae_bacterium_RA_chromosome__complete_genome_BAC	yes	yes
1_CP020105_1_Spirosoma_rigui_strain_KCTC_12531_chromosome__complete_genome_BAC	yes	yes
1_CP020563_1_Kitasatospora_albolonga_strain_YIM_101047_chromosome__complete_genome_BAC	yes	yes
1_CP023445_1_Actinosynnema_pretiosum_strain_X47_chromosome__complete_genome_BAC	yes	yes
1_CP020104_1_Spirosoma_aerolatum_strain_KACC_17939_chromosome__complete_genome_BAC	yes	yes
1_CP020038_1_Agarilytica_rhodophyticola_strain_017_chromosome__complete_genome_BAC	yes	yes
1_CP020028_1_Paenibacillus_kribbensis_strain_AM49_chromosome__complete_genome_BAC	yes	yes
1_CP020015_1_Acinetobacter_lactucae_strain_OTEC_02_chromosome__complete_genome_BAC	yes	yes
1_CP020000_1_Acinetobacter_calcoaceticus_strain_CA16__complete_genome_BAC	yes	yes
1_CP023449_1_Rhizorhabdus_dicambivorans_strain_Ndbn_20_chromosome__complete_genome_BAC	yes	yes
1_CP019962_1_Eubacterium_limosum_strain_ATCC_8486_chromosome__complete_genome_BAC	yes	yes
1_CP019959_1_Vibrio_owensii_strain_XSBZ03_chromosome_1__complete_sequence_BAC	yes	yes
1_CP019948_1_Methylocystis_bryophila_strain_S285_chromosome__complete_genome_BAC	yes	yes
1_CP019937_1_Ketogulonicigenium_robustum_strain_SPU_B003__complete_genome_BAC	yes	yes
1_CP019936_1_Chromatiaceae_bacterium_2141T_STBD_0c_01a_chromosome__complete_genome_BAC	yes	yes
1_CP020554_1_Parasaccharibacter_apium_strain_G7_7_3c__complete_genome_BAC	yes	yes
1_CP020566_1_Veillonella_atypica_strain_OK5_chromosome__complete_genome_BAC	yes	yes
1_CP021323_1_Kushneria_konosiri_strain_X49__complete_genome_BAC	yes	yes
1_CP023202_1_Streptomyces_xinghaiensis_S187_chromosome__complete_genome_BAC	yes	yes
1_CP021252_1_Corynebacterium_striatum_strain_KC_Na_01_chromosome__complete_genome_BAC	yes	yes
1_CP023147_1_Mycobacterium_marseillense_strain_FLAC0026_chromosome__complete_genome_BAC	yes	yes
1_CP021238_1_Mycobacterium_lepraemurium_strain_Hawaii_chromosome__complete_genome_BAC	yes	yes
1_CP021237_1_Sphingobacteriaceae_bacterium_GW460_11_11_14_LB5_chromosome__complete_genome_BAC	yes	yes
1_CP021151_1_Photobacterium_damselae_subsp__damselae_strain_KC_Na_1_chromosome_I__complete_sequence_BAC	yes	yes
1_CP021112_1_Pseudorhodoplanes_sinuspersici_strain_RIPI110_chromosome__complete_genome_BAC	yes	yes
1_CP019323_1_Lactobacillus_allii_strain_WiKim39_chromosome__complete_genome_BAC	yes	yes
1_CP021106_3_Nitrosospira_lacus_strain_APG3__complete_genome_BAC	yes	yes
1_CP021080_1_Streptomyces_pluripotens_strain_MUSC_135_chromosome__complete_genome_BAC	yes	yes
1_CP021054_1_Methylorubrum_zatmanii_strain_PSBB041_chromosome__complete_genome_BAC	yes	yes
1_CP021023_1_Sedimentisphaera_salicampi_strain_ST_PulAB_D4_chromosome__complete_genome_BAC	yes	yes
1_CP023173_1_Mesoplasma_chauliocola_strain_CHPA_2_chromosome__complete_genome_BAC	yes	yes
1_CP020896_1_Rhizobium_phaseoli_Brasil_5_chromosome__complete_genome_BAC	yes	yes
1_CP020567_1_Kitasatospora_aureofaciens_strain_DM_1_chromosome__complete_genome_BAC	yes	yes
1_CP020880_1_Bacillus_horikoshii_strain_20a_chromosome__complete_genome_BAC	yes	yes
1_CP020867_1_Campylobacter_cuniculorum_DSM_23162___LMG_24588_chromosome__complete_genome_BAC	yes	yes
1_CP020821_1_Mycobacterium_colombiense_CECT_3035__complete_genome_BAC	yes	yes
1_CP020814_1_Bacillus_krulwichiae_strain_AM31D_chromosome__complete_genome_BAC	yes	yes
1_CP020772_1_Halobacillus_mangrovi_strain_KTB_131_chromosome__complete_genome_BAC	yes	yes
1_CP020715_1_Cnuibacter_physcomitrellae_strain_XA_T__chromosome__complete_genome_BAC	yes	yes
1_CP020705_1_Ruminococcaceae_bacterium_CPB6__complete_genome_BAC	yes	yes
1_CP020612_1_Paracoccus_contaminans_strain_RKI_16_01929T_LMG_29738T_CCM_8701T_CIP_111112T_chromosome__complete_genome_BAC	yes	yes
1_CP020570_1_Streptomyces_violaceoruber_strain_S21__complete_genome_BAC	yes	yes
1_CP023299_1_Pseudomonas_mosselii_strain_BS011_chromosome__complete_genome_BAC	yes	yes
1_CP023313_2_Caulobacter_vibrioides_strain_CB2_chromosome__complete_genome_BAC	yes	yes
1_CP023344_1_Nibricoccus_aquaticus_strain_HZ_65_chromosome__complete_genome_BAC	yes	yes
1_CP020569_1_Streptomyces_gilvosporeus_strain_F607__complete_genome_BAC	yes	yes
1_1_1_10	yes	yes
1_CP019312_1_Tateyamaria_omphalii_strain_DOK1_4_chromosome__complete_genome_BAC	yes	yes
1_CP014674_1_Kozakia_baliensis_strain_DSM_14400__complete_genome_BAC	yes	yes
1_CP015093_1_Pelagibaca_abyssi_strain_JLT2014_chromosome__complete_genome_BAC	yes	yes
1_CP015108_1_Sporosarcina_ureae_strain_S204__complete_genome_BAC	yes	yes
1_CP015114_1_Staphylococcus_condimenti_strain_DSM_11674__complete_genome_BAC	yes	yes
1_CP015125_1_Dokdonia_donghaensis_DSW_1__complete_genome_BAC	yes	yes
1_CP015136_1_Luteitalea_pratensis_strain_DSM_100886__partial_sequence_BAC	yes	yes
1_CP015196_1_Streptococcus_marmotae_strain_HTS5_chromosome__complete_genome_BAC	yes	yes
1_CP015217_1_Leptospira_alstonii_strain_GWTS_#1_chromosome_1__complete_sequence_BAC	yes	yes
1_CP015230_1_Ruegeria_mobilis_F1926__complete_genome_BAC	yes	yes
1_CP015235_1_Rhodococcus_fascians_D188__complete_genome_BAC	yes	yes
1_CP015243_1_Halotalea_alkalilenta_strain_IHB_B_13600_chromosome__complete_genome_BAC	yes	yes
1_CP015249_1_Dokdonella_koreensis_DS_123__complete_genome_BAC	yes	yes
1_CP015281_1_Photorhabdus_laumondii_subsp__laumondii_strain_DSPV002N_chromosome__complete_genome_BAC	yes	yes
1_CP015318_1_Mesorhizobium_amorphae_CCNWGS0123__complete_genome_BAC	yes	yes
1_CP015367_1_Methylobacterium_phyllosphaerae_strain_CBMB27_chromosome__complete_genome_BAC	yes	yes
1_CP015381_1_Desulfococcus_multivorans_strain_DSM_2059__complete_genome_BAC	yes	yes
1_CP015079_1_Nocardioides_dokdonensis_FR1436__complete_genome_BAC	yes	yes
1_CP015005_1_Aminobacter_aminovorans_strain_KCTC_2477__complete_genome_BAC	yes	yes
1_CP014991_1_Helicobacter_himalayensis_strain_YS1__complete_genome_BAC	yes	yes
1_CP014806_1_Rummeliibacillus_stabekisii_strain_PP9_chromosome__complete_genome_BAC	yes	yes
1_CP014689_1_Gluconobacter_albidus_strain_TMW2_1191_chromosome__complete_genome_BAC	yes	yes
1_CP014691_1_Neoasaia_chiangmaiensis_strain_NBRC_101099_chromosome__complete_genome_BAC	yes	yes
1_CP014692_1_Acetobacter_aceti_strain_TMW2_1153__complete_genome_BAC	yes	yes
1_CP014699_1_Streptococcus_pantholopis_strain_TA_26__complete_genome_BAC	yes	yes
1_CP014766_1_Pontibacter_akesuensis_strain_AKS_1T__complete_genome_BAC	yes	yes
1_CP014796_1_Thiobacimonas_profunda_strain_JLT2016_chromosome__complete_genome_BAC	yes	yes
1_CP014835_1_Streptococcus_halotolerans_strain_HTS9_chromosome__complete_genome_BAC	yes	yes
1_CP014963_1_Geobacter_anodireducens_strain_SD_1_chromosome__complete_genome_BAC	yes	yes
1_CP014841_1_Dyella_thiooxydans_strain_ATSB10__complete_genome_BAC	yes	yes
1_CP014859_1_Actinoalloteichus_hymeniacidonis_strain_HPA177_T____DSM_45092_T____complete_genome_BAC	yes	yes
1_CP014864_1_Microbulbifer_thermotolerans_strain_DAU221_chromosome__complete_genome_BAC	yes	yes
1_CP014869_1_Brevibacterium_linens_strain_BS258__complete_genome_BAC	yes	yes
1_CP014872_1_Lactobacillus_lindneri_strain_TMW_1_1993_chromosome__complete_genome_BAC	yes	yes
1_CP014945_1_Psychrobacter_alimentarius_strain_PAMC_27889_chromosome__complete_genome_BAC	yes	yes
1_CP015401_2_Bacteroides_caecimuris_strain_I48_chromosome__complete_genome_BAC	yes	yes
1_CP015404_2_Erysipelotrichaceae_bacterium_I46_chromosome__complete_genome_BAC	yes	yes
1_CP015406_2_Flavonifractor_plautii_strain_YL31__complete_genome_BAC	yes	yes
1_CP015963_1_Altererythrobacter_ishigakiensis_strain_NBRC_107699_chromosome__complete_genome_BAC	yes	yes
1_CP015819_1_Spiroplasma_clarkii_strain_CN_5__complete_genome_BAC	yes	yes
1_CP015820_1_Bartonella_apis_strain_BBC0178__complete_genome_BAC	yes	yes
1_CP015840_1_Chlamydia_gallinacea_08_1274_3__complete_genome_BAC	yes	yes
1_CP015866_1_Streptomyces_parvulus_strain_2297_chromosome__complete_genome_BAC	yes	yes
1_CP015880_1_Ensifer_adhaerens_strain_Casida_A_chromosome__complete_genome_BAC	yes	yes
1_CP015961_1_Dietzia_timorensis_strain_ID05_A0528__complete_genome_BAC	yes	yes
1_CP015994_2_Anaplasma_ovis_str__Haibei_chromosome__complete_genome_BAC	yes	yes
1_CP015796_1_Borrelia_mayonii_strain_MN14_1539_chromosome__complete_genome_BAC	yes	yes
1_CP016020_1_Bacillus_weihaiensis_strain_Alg07_chromosome__complete_genome_BAC	yes	yes
1_CP016028_1_Lactobacillus_curvatus_strain_FBA2__complete_genome_BAC	yes	yes
1_CP016033_1_Porphyrobacter_neustonensis_strain_DSM_9434__complete_genome_BAC	yes	yes
1_CP016043_1_Edwardsiella_hoshinae_strain_ATCC_35051_chromosome__complete_genome_BAC	yes	yes
1_CP016093_1_Rhizobiales_bacterium_NRL2__complete_genome_BAC	yes	yes
1_CP016094_1_Lacunisphaera_limnophila_strain_IG16b_chromosome__complete_genome_BAC	yes	yes
1_CP015810_1_Microbacterium_chocolatum_strain_SIT_101_chromosome__complete_genome_BAC	yes	yes
1_CP015775_1_Ochrobactrum_pseudogrignonense_strain_K8_chromosome_1__complete_sequence_BAC	yes	yes
1_CP015411_1_Pseudoalteromonas_luteoviolacea_strain_S4054249_chromosome_1__complete_sequence_BAC	yes	yes
1_CP015579_1_Tatumella_citrea_strain_DSM_13699_chromosome__complete_genome_BAC	yes	yes
1_CP015438_1_Anoxybacillus_amylolyticus_strain_DSM_15939_chromosome__complete_genome_BAC	yes	yes
1_CP015455_1_Pelobacter_acetylenicus_strain_DSM_3246_chromosome__complete_genome_BAC	yes	yes
1_CP015506_1_Bacillus_oceanisediminis_2691_chromosome__complete_genome_BAC	yes	yes
1_CP015515_1_Rathayibacter_tritici_strain_NCPPB_1953_chromosome__complete_genome_BAC	yes	yes
1_CP015575_1_Campylobacter_hyointestinalis_subsp__hyointestinalis_LMG_9260__complete_genome_BAC	yes	yes
1_CP015578_1_Campylobacter_lanienae_NCTC_13004__complete_genome_BAC	yes	yes
1_CP015583_1_Roseomonas_gilardii_strain_U14_5_chromosome_1__complete_sequence_BAC	yes	yes
1_CP015772_1_Niabella_ginsenosidivorans_strain_BS26_chromosome__complete_genome_BAC	yes	yes
1_CP015588_1_Streptomyces_alfalfae_strain_ACCC40021_chromosome__complete_genome_BAC	yes	yes
1_CP015614_1_Brevundimonas_naejangsanensis_strain_B1_chromosome__complete_genome_BAC	yes	yes
1_CP015615_1_Acinetobacter_schindleri_strain_ACE__complete_genome_BAC	yes	yes
1_CP015622_1_Corynebacterium_crudilactis_strain_JZ16_chromosome__complete_genome_BAC	yes	yes
1_CP015750_1_Pectobacterium_wasabiae_CFBP_3304__complete_genome_BAC	yes	yes
1_CP015756_1_Clostridium_estertheticum_subsp__estertheticum_strain_DSM_8809__complete_genome_BAC	yes	yes
1_CP014687_1_Acetobacter_persici_strain_TMW2_1084_chromosome__complete_genome_BAC	yes	yes
1_CP014646_1_Thauera_humireducens_strain_SgZ_1__complete_genome_BAC	yes	yes
1_CP019240_1_Rhodoferax_antarcticus_strain_DSM_24876__complete_genome_BAC	yes	yes
1_CP014634_1_Corynebacterium_simulans_strain_PES1__complete_genome_BAC	yes	yes
1_CP013729_1_Roseateles_depolymerans_strain_KCTC_42856__complete_genome_BAC	yes	yes
1_CP013737_1_Herbaspirillum_rubrisubalbicans_M1__complete_genome_BAC	yes	yes
1_CP013738_1_Streptomyces_globisporus_C_1027__complete_genome_BAC	yes	yes
1_CP013747_1_Pseudarthrobacter_sulfonivorans_strain_Ar51_chromosome__complete_genome_BAC	yes	yes
1_CP013862_1_Lentibacillus_amyloliquefaciens_strain_LAM0015__complete_genome_BAC	yes	yes
1_CP013909_1_Hymenobacter_sedentarius_strain_DG5B_chromosome__complete_genome_BAC	yes	yes
1_CP013910_1_Deinococcus_actinosclerus_strain_BM2__complete_genome_BAC	yes	yes
1_CP013920_1_Arsenophonus_symbiont_of_Lipoptena_fortisetosa_strain_CB__complete_genome_BAC	yes	yes
1_CP013979_1_Agromyces_aureus_strain_AR33__complete_genome_BAC	yes	yes
1_CP014007_1_Kosakonia_oryzae_strain_Ola_51__complete_genome_BAC	yes	yes
1_CP014034_2_Vibrio_fluvialis_strain_ATCC_33809_chromosome_1__complete_sequence_BAC	yes	yes
1_CP014042_2_Vibrio_mimicus_strain_ATCC_33654_chromosome_1__complete_sequence_BAC	yes	yes
1_CP014056_2_Grimontia_hollisae_strain_ATCC_33564_chromosome_1__complete_sequence_BAC	yes	yes
1_CP014141_1_Thermus_parvatiensis_strain_RL__complete_genome_BAC	yes	yes
1_CP014145_1_Microterricola_viridarii_strain_ERGS5_02__complete_genome_BAC	yes	yes
1_CP013704_1_Borrelia_anserina_Es__complete_genome_BAC	yes	yes
1_CP013690_1_Myroides_odoratimimus_strain_PR63039__complete_genome_BAC	yes	yes
1_CP013671_1_Tenacibaculum_dicentrarchi_strain_AY7486TD__complete_genome_BAC	yes	yes
1_CP013435_1_Burkholderia_latens_strain_AU17928_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013355_1_Lutibacter_profundi_strain_LP1_chromosome__complete_genome_BAC	yes	yes
1_CP013362_1_Burkholderia_diffusa_strain_RF2_non_BP9_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013366_1_Burkholderia_territorii_strain_RF8_non_BP5_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013378_1_Burkholderia_pseudomultivorans_strain_SUB_INT23_BP2_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013398_1_Burkholderia_seminalis_strain_FL_5_4_10_S1_D7_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013401_1_Burkholderia_metallica_strain_FL_6_5_30_S1_D7_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013459_1_Burkholderia_stagnalis_strain_MSMB735WGS_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013661_2_Planococcus_kocurii_strain_ATCC_43650__complete_genome_BAC	yes	yes
1_CP013480_3_Pandoraea_norimbergensis_strain_DSM_11628__complete_genome_BAC	yes	yes
1_CP013500_1_Rhizobium_esperanzae_strain_N561_chromosome__complete_genome_BAC	yes	yes
1_CP013611_1_Pseudoalteromonas_rubra_strain_SCSIO_6842_chromosome_1__complete_sequence_BAC	yes	yes
1_CP013650_1_Lacimicrobium_alkaliphilum_strain_YelD216__complete_genome_BAC	yes	yes
1_CP013652_1_Paenibacillus_naphthalenovorans_strain_32O_Y__complete_genome_BAC	yes	yes
1_CP013659_2_Planococcus_rifietoensis_strain_M8__complete_genome_BAC	yes	yes
1_CP014150_1_Paeniclostridium_sordellii_strain_AM370_chromosome__complete_genome_BAC	yes	yes
1_CP014159_1_Aerococcus_christensenii_strain_CCUG28831__complete_genome_BAC	yes	yes
1_CP014160_1_Aerococcus_sanguinicola_strain_CCUG43001__complete_genome_BAC	yes	yes
1_CP014475_1_Mycobacterium_phlei_strain_CCUG_21000__complete_genome_BAC	yes	yes
1_CP014322_1_Alteromonas_addita_strain_R10SW13__complete_genome_BAC	yes	yes
1_CP014327_1_Halocynthiibacter_arcticus_strain_PAMC_20958__complete_genome_BAC	yes	yes
1_CP014332_1_Weissella_jogaejeotgali_strain_FOL01_chromosome__complete_genome_BAC	yes	yes
1_CP014334_1_Fervidobacterium_islandicum_strain_AW_1__complete_genome_BAC	yes	yes
1_CP014342_1_Geobacillus_subterraneus_strain_KCTC_3922__complete_genome_BAC	yes	yes
1_CP014474_1_Serratia_rubidaea_strain_1122__complete_genome_BAC	yes	yes
1_CP014476_1_Methylomonas_denitrificans_strain_FJG1__complete_genome_BAC	yes	yes
1_CP014263_1_Spirosoma_montaniterrae_strain_DY10__complete_genome_BAC	yes	yes
1_CP014504_1_Pedobacter_cryoconitis_strain_PAMC_27485__complete_genome_BAC	yes	yes
1_CP014518_1_Sinomonas_atrocyanea_strain_KCTC_3377__complete_genome_BAC	yes	yes
1_CP014525_1_Haematospirillum_jordaniae_strain_H5569__complete_genome_BAC	yes	yes
1_CP014544_1_Zhongshania_aliphaticivorans_strain_SM2__complete_genome_BAC	yes	yes
1_CP014616_1_Sporosarcina_psychrophila_strain_DSM_6497__complete_genome_BAC	yes	yes
1_CP014623_1_Lactobacillus_backii_strain_TMW_1_1988_chromosome__complete_genome_BAC	yes	yes
1_CP014279_1_Corynebacterium_stationis_strain_ATCC_6872__complete_genome_BAC	yes	yes
1_CP014262_1_Pseudomonas_corrugata_strain_RM1_1_4__complete_genome_BAC	yes	yes
1_CP014163_1_Aerococcus_urinaehominis_strain_CCUG42038B__complete_genome_BAC	yes	yes
1_CP014224_1_Wenyingzhuangia_fucanilytica_strain_CZ1127__complete_genome_BAC	yes	yes
1_CP014164_1_Aerococcus_viridans_strain_CCUG4311__complete_genome_BAC	yes	yes
1_CP014167_1_Paenibacillus_yonginensis_strain_DCY84_chromosome__complete_genome_BAC	yes	yes
1_CP014168_1_Sphingomonas_panacis_strain_DCY99__complete_genome_BAC	yes	yes
1_CP014170_1_Clostridium_tyrobutyricum_strain_KCTC_5387_chromosome__complete_genome_BAC	yes	yes
1_CP014206_1_Pseudodesulfovibrio_indicus_strain_J2_chromosome__complete_genome_BAC	yes	yes
1_CP014209_1_Isoptericola_dokdonensis_DS_3__complete_genome_BAC	yes	yes
1_CP014226_1_Halomonas_chromatireducens_strain_AGD_8_3__complete_genome_BAC	yes	yes
1_CP014241_1_Bifidobacterium_angulatum_strain_GT102__complete_genome_BAC	yes	yes
1_CP014227_1_Capnocytophaga_haemolytica_strain_CCUG_32990__complete_genome_BAC	yes	yes
1_CP014228_1_Actinomyces_radicidentis_strain_CCUG_36733__complete_genome_BAC	yes	yes
1_CP014229_1_Desulfovibrio_fairfieldensis_strain_CCUG_45958__complete_genome_BAC	yes	yes
1_CP014230_1_Desulfomicrobium_orale_DSM_12838__complete_genome_BAC	yes	yes
1_CP014232_1_Actinomyces_oris_strain_T14V__complete_genome_BAC	yes	yes
1_CP014234_1_Moraxella_osloensis_strain_CCUG_350__complete_genome_BAC	yes	yes
1_CP016170_1_Bordetella_bronchialis_strain_AU3182__complete_genome_BAC	yes	yes
1_CP016172_1_Bordetella_flabilis_strain_AU10664__complete_genome_BAC	yes	yes
1_CP016174_1_Amycolatopsis_orientalis_strain_B_37__complete_genome_BAC	yes	yes
1_CP016176_1_Xenorhabdus_hominickii_strain_ANU1__complete_genome_BAC	yes	yes
1_CP018032_1_Glaesserella_parasuis_D74_chromosome__complete_genome_BAC	yes	yes
1_CP018044_1_Bifidobacterium_choerinum_strain_FMB_1__complete_genome_BAC	yes	yes
1_CP018047_1_Streptomyces_niveus_strain_SCSIO_3406__complete_genome_BAC	yes	yes
1_CP018058_1_Geobacillus_thermocatenulatus_strain_KCTC_3921_chromosome__complete_genome_BAC	yes	yes
1_CP018082_1_Nocardia_soli_strain_Y48_chromosome__complete_genome_BAC	yes	yes
1_CP018092_1_Synechococcus_lividus_PCC_6715_chromosome__complete_genome_BAC	yes	yes
1_CP018093_1_Francisella_hispaniensis_FSC454__complete_genome_BAC	yes	yes
1_CP018095_1_Chelatococcus_daeguensis_strain_TAD1__complete_genome_BAC	yes	yes
1_CP018097_1_Erythrobacter_gangjinensis_strain_CGMCC1_15024_chromosome_I__complete_sequence_BAC	yes	yes
1_CP018099_1_Caldithrix_abyssi_DSM_13497__complete_genome_BAC	yes	yes
1_CP018134_1_Microbacterium_paludicola_strain_CC3__complete_genome_BAC	yes	yes
1_CP018135_1_Neomicrococcus_aestuarii_strain_B18__complete_genome_BAC	yes	yes
1_CP018139_1_Halomonas_aestuarii_strain_Hb3_chromosome__complete_genome_BAC	yes	yes
1_CP018145_1_Brevibacillus_formosus_strain_NF2__complete_genome_BAC	yes	yes
1_CP018171_1_Mesorhizobium_oceanicum_strain_B7__complete_genome_BAC	yes	yes
1_CP017996_1_Lactobacillus_crustorum_strain_MN047_chromosome__complete_genome_BAC	yes	yes
1_CP017962_1_Virgibacillus_halodenitrificans_strain_PDB_F2_chromosome__complete_genome_BAC	yes	yes
1_CP017948_1_Tenericutes_bacterium_MO_XQ_chromosome__complete_genome_BAC	yes	yes
1_CP017692_1_Geobacillus_lituanicus_strain_N_3_chromosome__complete_genome_BAC	yes	yes
1_CP017603_1_Clostridium_formicaceticum_strain_ATCC_27076__complete_genome_BAC	yes	yes
1_CP017634_1_Peptococcaceae_bacterium_DCMF__complete_genome_BAC	yes	yes
1_CP017641_1_Fuerstia_marisgermanicae_strain_NH11_chromosome__complete_genome_BAC	yes	yes
1_CP017671_1_Providencia_rettgeri_strain_RB151__complete_genome_BAC	yes	yes
1_CP017688_1_Flavobacterium_crassostreae_strain_LPB0076_chromosome__complete_genome_BAC	yes	yes
1_CP017689_1_Thalassotalea_crassostreae_strain_LPB0090__complete_genome_BAC	yes	yes
1_CP017702_1_Lactobacillus_farciminis_KCTC_3681___DSM_20184__complete_genome_BAC	yes	yes
1_CP017839_1_Nocardia_seriolae_strain_EM150506__complete_genome_BAC	yes	yes
